seed,mean_encoded,injected_linear_rgb_sigma,gray,domain,component,measured,reference,passed
6113,0.784313738,0.00800000038,false,encoded,cb,0.00324442191,0.00325203571,true
6113,0.784313738,0.00800000038,false,encoded,cr,0.00369933783,0.00367517793,true
6113,0.784313738,0.0320000015,true,linear,y,0.0319765322,0.031989675,true
6113,0.784313738,0.0320000015,true,linear,cb,2.4537264e-17,3.50884358e-17,true
6113,0.784313738,0.0320000015,true,linear,cr,3.09647254e-17,4.42797458e-17,true
6113,0.784313738,0.0320000015,true,encoded,y,0.0193842519,0.0194012187,true
6113,0.784313738,0.0320000015,true,encoded,cb,3.11835543e-17,4.33300498e-17,true
6113,0.784313738,0.0320000015,true,encoded,cr,3.93519927e-17,5.46802218e-17,true
6113,0.784313738,0.0320000015,false,linear,y,0.0240244959,0.0240104645,true
6113,0.784313738,0.0320000015,false,linear,cb,0.0214314479,0.021482287,true
6113,0.784313738,0.0320000015,false,linear,cr,0.0244309809,0.0242760405,true
6113,0.784313738,0.0320000015,false,encoded,y,0.0145741478,0.0145615814,true
6113,0.784313738,0.0320000015,false,encoded,cb,0.0129989227,0.0130276671,true
6113,0.784313738,0.0320000015,false,encoded,cr,0.0148237459,0.0147254979,true
6113,0.784313738,0.064000003,true,linear,y,0.0639530644,0.06397935,true
6113,0.784313738,0.064000003,true,linear,cb,2.39590035e-17,3.44875916e-17,true
6113,0.784313738,0.064000003,true,linear,cr,3.02349899e-17,4.35215091e-17,true
6113,0.784313738,0.064000003,true,encoded,y,0.0389374606,0.0390048996,true
6113,0.784313738,0.064000003,true,encoded,cb,3.09825759e-17,4.31390538e-17,true
6113,0.784313738,0.064000003,true,encoded,cr,3.90983659e-17,5.44391946e-17,true
6113,0.784313738,0.064000003,false,linear,y,0.0480489917,0.0480209291,true
6113,0.784313738,0.064000003,false,linear,cb,0.0428628959,0.0429645739,true
6113,0.784313738,0.064000003,false,linear,cr,0.0488619618,0.048552081,true
6113,0.784313738,0.064000003,false,encoded,y,0.0293043647,0.0292739794,true
6113,0.784313738,0.064000003,false,encoded,cb,0.0261332933,0.0261888374,true
6113,0.784313738,0.064000003,false,encoded,cr,0.0298087578,0.0296099279,true
6113,0.941176474,0.00100000005,true,linear,y,0.000999266398,0.000999677344,true
6113,0.941176474,0.00100000005,true,linear,cb,3.01264374e-17,4.26969059e-17,true
6113,0.941176474,0.00100000005,true,linear,cr,3.80179654e-17,5.38812282e-17,true
6113,0.941176474,0.00100000005,true,encoded,y,0.000476099493,0.000476194225,true
6113,0.941176474,0.00100000005,true,encoded,cb,3.0173044e-17,4.29737997e-17,true
6113,0.941176474,0.00100000005,true,encoded,cr,3.80767813e-17,5.42306525e-17,true
6113,0.941176474,0.00100000005,false,linear,y,0.000750765845,0.000750327017,true
6113,0.941176474,0.00100000005,false,linear,cb,0.000669732748,0.000671321468,true
6113,0.941176474,0.00100000005,false,linear,cr,0.000763468328,0.000758626265,true
6113,0.941176474,0.00100000005,false,encoded,y,0.000357606128,0.000357416749,true
6113,0.941176474,0.00100000005,false,encoded,cb,0.000319040002,0.000319782237,true
6113,0.941176474,0.00100000005,false,encoded,cr,0.000363761646,0.000361371465,true
6113,0.941176474,0.00800000038,true,linear,y,0.00799413305,0.00799741875,true
6113,0.941176474,0.00800000038,true,linear,cb,3.06584237e-17,4.3013415e-17,true
